	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV274	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	NA
ASV275	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV276	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces ricevillensis
ASV277	Fungi	NA	NA	NA	NA	NA	NA
ASV278	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis minima
ASV279	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV280	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
ASV281	NA	NA	NA	NA	NA	NA	NA
ASV282	Fungi	Rozellomycota	NA	NA	NA	NA	NA
ASV283	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria chiangraina
ASV284	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	NA	NA
ASV285	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	Sporothrix mexicana
ASV286	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	Torula deospora
ASV287	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	Spiromastix	Spiromastix warcupii
ASV288	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV289	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
ASV290	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV291	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	Malbranchea	Malbranchea cinnamomea
ASV292	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV293	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV294	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
ASV295	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium ovale
ASV296	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV297	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Taifanglania	NA
ASV298	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
ASV299	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	Paraphaeosphaeria arecacearum
ASV300	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Myceliophthora	NA
ASV301	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
ASV302	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum proteae
ASV303	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	Tetracladium furcatum
ASV304	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	Byssochlamys lagunculariae
ASV305	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum gloeosporioides
ASV306	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	NA
ASV307	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV308	Fungi	NA	NA	NA	NA	NA	NA
ASV309	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV310	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	NA	NA
ASV311	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV312	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Verruconis	NA
ASV313	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	NA
ASV314	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium schulzeri
ASV315	Fungi	NA	NA	NA	NA	NA	NA
ASV316	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	NA
ASV317	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia caricae-papayae
ASV318	NA	NA	NA	NA	NA	NA	NA
ASV319	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces pinophilus
ASV320	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Warcupia	Warcupia terrestris
ASV321	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Phialocephala	Phialocephala humicola
ASV322	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV323	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	NA
ASV324	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV325	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Paecilomyces	Paecilomyces cremeoroseus
ASV326	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	NA	NA
ASV327	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus neoniveus
ASV328	Fungi	Chytridiomycota	Chytridiomycetes	NA	NA	NA	NA
ASV329	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV330	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thielavia	NA
ASV331	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	Spiromastix	NA
ASV332	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces muroii
ASV333	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis indica
ASV334	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	NA
ASV335	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	Stachybotrys limonispora
ASV336	Fungi	Ascomycota	Orbiliomycetes	NA	NA	NA	NA
ASV337	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV338	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
ASV339	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium simplicissimum
ASV340	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	NA	NA
ASV341	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV342	NA	NA	NA	NA	NA	NA	NA
ASV343	Fungi	NA	NA	NA	NA	NA	NA
ASV344	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	Spiromastix	Spiromastix warcupii
ASV345	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	NA
ASV346	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
ASV347	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
ASV348	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	Dokmaia	NA
ASV349	Fungi	NA	NA	NA	NA	NA	NA
ASV350	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella ornata
ASV351	Fungi	NA	NA	NA	NA	NA	NA
ASV352	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV353	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris cactivora
ASV354	Fungi	NA	NA	NA	NA	NA	NA
ASV355	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
ASV356	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV357	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella ornata
ASV358	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV359	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	NA	NA
ASV360	Fungi	NA	NA	NA	NA	NA	NA
ASV361	Fungi	NA	NA	NA	NA	NA	NA
ASV362	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	NA
ASV363	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV364	Fungi	NA	NA	NA	NA	NA	NA
ASV365	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria sinensis
ASV366	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Arachniotus	Arachniotus flavoluteus
ASV367	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
ASV368	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV369	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
ASV370	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium pimiteouiense
ASV371	Fungi	NA	NA	NA	NA	NA	NA
ASV372	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
ASV373	NA	NA	NA	NA	NA	NA	NA
ASV374	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV375	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	NA	NA
ASV376	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium	Scedosporium prolificans
ASV377	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV378	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Arachniotus	Arachniotus flavoluteus
ASV379	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium flabelliforme
ASV380	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella aurantiaca
ASV381	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	Pseudopithomyces chartarum
ASV382	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV383	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Cephalotrichum	NA
ASV384	Fungi	NA	NA	NA	NA	NA	NA
ASV385	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
ASV386	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus albus
ASV387	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis cordanae
ASV388	NA	NA	NA	NA	NA	NA	NA
ASV389	Fungi	NA	NA	NA	NA	NA	NA
ASV390	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium brevicompactum
ASV391	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
ASV392	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	NA
ASV393	Fungi	NA	NA	NA	NA	NA	NA
ASV394	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV395	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	NA	NA
ASV396	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	NA
ASV397	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	NA
ASV398	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	NA	NA
ASV399	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
ASV400	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Tetragoniomycetaceae	Tetragoniomyces	Tetragoniomyces uliginosus
ASV401	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
ASV402	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnoascus	Gymnoascus alatosporus
ASV403	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala exophialae
ASV404	Fungi	NA	NA	NA	NA	NA	NA
ASV405	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum nigrum
ASV406	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV407	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium paxilli
ASV408	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis calospora
ASV409	Fungi	NA	NA	NA	NA	NA	NA
ASV410	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV411	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces stipitatus
ASV412	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	NA
ASV413	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	Pseudopithomyces karoo
ASV414	NA	NA	NA	NA	NA	NA	NA
ASV415	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV416	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Galerina	NA
ASV417	Fungi	NA	NA	NA	NA	NA	NA
ASV418	Fungi	Basidiomycota	Agaricomycetes	Boletales	Astraeaceae	Astraeus	Astraeus odoratus
ASV419	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Apiosordaria	Apiosordaria jamaicensis
ASV420	Fungi	NA	NA	NA	NA	NA	NA
ASV421	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	NA
ASV422	NA	NA	NA	NA	NA	NA	NA
ASV423	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV424	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	NA
ASV425	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	NA
ASV426	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium restrictum
ASV427	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	NA	NA
ASV428	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV429	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	NA
ASV430	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
ASV431	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium dimorphosporum
ASV432	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma piceinum
ASV433	Fungi	Rozellomycota	NA	NA	NA	NA	NA
ASV434	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thielavia	Thielavia aurantiaca
ASV435	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium cervicicola
ASV436	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	NA	NA
ASV437	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV438	NA	NA	NA	NA	NA	NA	NA
ASV439	NA	NA	NA	NA	NA	NA	NA
ASV440	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Taifanglania	NA
ASV441	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus albus
ASV442	Fungi	NA	NA	NA	NA	NA	NA
ASV443	Fungi	NA	NA	NA	NA	NA	NA
ASV444	Fungi	NA	NA	NA	NA	NA	NA
ASV445	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	NA
ASV446	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	NA	NA
ASV447	Fungi	NA	NA	NA	NA	NA	NA
ASV448	Fungi	NA	NA	NA	NA	NA	NA
ASV449	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces wortmannii
ASV450	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	NA
ASV451	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta cateniformis
ASV452	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	NA
ASV453	NA	NA	NA	NA	NA	NA	NA
ASV454	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV455	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV456	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV457	Fungi	Ascomycota	Dothideomycetes	NA	Eremomycetaceae	NA	NA
ASV458	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV459	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium longipes
ASV460	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	NA
ASV461	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV462	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	NA
ASV463	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus pakistanicus
ASV464	Fungi	NA	NA	NA	NA	NA	NA
ASV465	Fungi	NA	NA	NA	NA	NA	NA
ASV466	Fungi	NA	NA	NA	NA	NA	NA
ASV467	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Fodinomyces	Fodinomyces uranophilus
ASV468	Fungi	NA	NA	NA	NA	NA	NA
ASV469	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV470	NA	NA	NA	NA	NA	NA	NA
ASV471	Fungi	NA	NA	NA	NA	NA	NA
ASV472	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium velox
ASV473	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium restrictum
ASV474	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV475	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	NA
ASV476	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV477	Fungi	NA	NA	NA	NA	NA	NA
ASV478	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	Calcarisporiella thermophila
ASV479	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium schulzeri
ASV480	Fungi	NA	NA	NA	NA	NA	NA
ASV481	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV482	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV483	Fungi	Ascomycota	Dothideomycetes	NA	Eremomycetaceae	NA	NA
ASV484	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	NA
ASV485	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV486	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV487	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	Ganoderma tropicum
ASV488	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zasmidium	Zasmidium aporusae
ASV489	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	NA
ASV490	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia digitata
ASV491	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV492	Fungi	NA	NA	NA	NA	NA	NA
ASV493	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Thermoascus	Thermoascus aurantiacus
ASV494	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma flava
ASV495	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV496	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
ASV497	Fungi	NA	NA	NA	NA	NA	NA
ASV498	Fungi	NA	NA	NA	NA	NA	NA
ASV499	NA	NA	NA	NA	NA	NA	NA
ASV500	Fungi	NA	NA	NA	NA	NA	NA
ASV501	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
ASV502	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	Vermispora	Vermispora fusarina
ASV503	Fungi	NA	NA	NA	NA	NA	NA
ASV504	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
ASV505	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV506	NA	NA	NA	NA	NA	NA	NA
ASV507	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Acidiella	NA
ASV508	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	Calcarisporiella thermophila
ASV509	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	NA
ASV510	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
ASV511	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
ASV512	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium chlamydosporum
ASV513	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
ASV514	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV515	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	NA
ASV516	NA	NA	NA	NA	NA	NA	NA
ASV517	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV518	NA	NA	NA	NA	NA	NA	NA
ASV519	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV520	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV521	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	NA
ASV522	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
ASV523	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV524	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis rosea
ASV525	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV526	NA	NA	NA	NA	NA	NA	NA
ASV527	NA	NA	NA	NA	NA	NA	NA
ASV528	Fungi	NA	NA	NA	NA	NA	NA
ASV529	Fungi	Chytridiomycota	Chytridiomycetes	NA	NA	NA	NA
ASV530	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis rosea
ASV531	NA	NA	NA	NA	NA	NA	NA
ASV532	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
ASV533	Fungi	NA	NA	NA	NA	NA	NA
ASV534	Fungi	Ascomycota	Archaeorhizomycetes	NA	NA	NA	NA
ASV535	Fungi	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	Arthrinium	NA
ASV536	NA	NA	NA	NA	NA	NA	NA
ASV537	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Gymnopilus	NA
ASV538	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
ASV539	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
ASV540	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces bacillisporus
ASV541	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus collinsii
ASV542	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	NA
ASV543	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	NA
ASV544	Fungi	NA	NA	NA	NA	NA	NA
ASV545	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV546	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	Torula deospora
ASV547	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Paecilomyces	NA
ASV548	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV549	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella pagnoccae
ASV550	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV551	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
ASV552	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	NA	NA
ASV553	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella ornata
ASV554	NA	NA	NA	NA	NA	NA	NA
ASV555	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	NA
ASV556	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
ASV557	Fungi	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	Arthrinium	NA
ASV558	Fungi	NA	NA	NA	NA	NA	NA
ASV559	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Acremonium	Acremonium sp.
ASV560	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	Nigrospora oryzae
ASV561	Fungi	Ascomycota	Orbiliomycetes	NA	NA	NA	NA
ASV562	Fungi	Basidiomycota	Cystobasidiomycetes	NA	NA	NA	NA
ASV563	NA	NA	NA	NA	NA	NA	NA
ASV564	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	NA
ASV565	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	NA	NA	NA
ASV566	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV567	NA	NA	NA	NA	NA	NA	NA
ASV568	Fungi	NA	NA	NA	NA	NA	NA
